"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AGAP003276",0.000249035239635323,0.44949238534627,0.524,0.156,1,"C_2","AGAP003276"
"AGAP003890",0.000249867850829267,0.921806614136174,0.381,0.091,1,"C_2","AGAP003890"
"AGAP007507",0.000249867850829267,0.906737275420177,0.381,0.091,1,"C_2","AGAP007507"
"AGAP005044",0.000250851668223572,1.0751109935558,0.429,0.113,1,"C_2","AGAP005044"
"AGAP009694",0.000251048835019327,0.53002198814298,1,0.377,1,"C_2","AGAP009694"
"AGAP005955.1",0.000251705361104794,1.62537340914183,0.333,0.082,1,"C_2","AGAP005955"
"AGAP004609",0.000254797909930142,0.815667730416473,0.81,0.303,1,"C_2","AGAP004609"
"AGAP004679",0.000255414114914678,0.98064737208463,0.619,0.212,1,"C_2","AGAP004679"
"AGAP012122",0.000257231653120203,1.50632498732557,0.238,0.039,1,"C_2","AGAP012122"
"AGAP010483",0.000257861733180012,1.04285009616901,0.286,0.056,1,"C_2","AGAP010483"
"AGAP006030",0.000258140107775491,0.669250014202812,0.524,0.156,1,"C_2","AGAP006030"
"AGAP005032",0.000258486510709966,0.7974069385089,0.81,0.303,1,"C_2","AGAP005032"
"AGAP011746",0.000258534539116891,0.958474318517238,0.429,0.117,1,"C_2","AGAP011746"
"AGAP006217",0.000259004918252958,1.16461227502736,0.333,0.074,1,"C_2","AGAP006217"
"AGAP012801",0.000262275359441046,1.03119748649415,0.381,0.095,1,"C_2","AGAP012801"
"AGAP028145",0.000264996720924646,1.58064133331878,0.19,0.026,1,"C_2","AGAP028145"
"AGAP007331",0.00026524417074269,0.854513093391962,0.238,0.039,1,"C_2","AGAP007331"
"AGAP008917",0.000265321135947659,0.839296456517418,0.429,0.121,1,"C_2","AGAP008917"
"AGAP006532",0.000266575377298955,1.19649072491133,0.429,0.113,1,"C_2","AGAP006532"
"AGAP013167",0.000266575377298955,0.780828080340009,0.429,0.113,1,"C_2","AGAP013167"
"AGAP009908",0.000266663863948544,0.695489912415885,0.762,0.242,1,"C_2","AGAP009908"
"AGAP000913",0.000269383106482841,0.967604288989994,0.714,0.303,1,"C_2","AGAP000913"
"AGAP000272",0.000270356411510146,0.292049097154811,0.81,0.268,1,"C_2","AGAP000272"
"AGAP007202",0.000271097585151258,0.801547079735998,0.952,0.342,1,"C_2","AGAP007202"
"AGAP002323",0.000271612919191226,1.01267300317976,0.333,0.078,1,"C_2","AGAP002323"
"AGAP010316",0.000272825732333275,1.06832841337686,0.381,0.091,1,"C_2","AGAP010316"
"AGAP007967",0.000273505665036228,0.970808640793302,0.667,0.221,1,"C_2","AGAP007967"
"AGAP011825",0.000273625161865372,0.686314718778947,0.524,0.147,1,"C_2","AGAP011825"
"AGAP006099",0.00027402268561948,0.756383588807509,1,0.381,1,"C_2","AGAP006099"
"AGAP011763",0.000274691011896901,1.32211853754647,0.19,0.026,1,"C_2","AGAP011763"
"AGAP004765",0.000276003194188963,1.42295364515671,0.429,0.121,1,"C_2","AGAP004765"
"AGAP012108",0.000276148891183525,0.701819057696876,0.762,0.277,1,"C_2","AGAP012108"
"AGAP000325",0.000276779455046056,0.782952633664591,0.667,0.229,1,"C_2","AGAP000325"
"AGAP004236",0.000279834040476241,1.29257113265619,0.381,0.095,1,"C_2","AGAP004236"
"AGAP007242",0.000281292697724237,1.03055334181827,0.571,0.182,1,"C_2","AGAP007242"
"AGAP000996",0.000281976051548612,0.675448195743113,0.238,0.039,1,"C_2","AGAP000996"
"AGAP006427",0.000282244107169742,0.810845261220642,0.667,0.234,1,"C_2","AGAP006427"
"AGAP011887",0.00028321941352221,0.970875397348954,0.429,0.113,1,"C_2","AGAP011887"
"AGAP011907",0.000284440224646596,0.812259848220039,0.714,0.229,1,"C_2","AGAP011907"
"AGAP011673",0.000284716917803303,1.69802440751594,0.19,0.026,1,"C_2","AGAP011673"
"AGAP011800",0.000285027544195164,0.603027170370779,0.952,0.372,1,"C_2","AGAP011800"
"AGAP008439",0.000287362842384463,0.845711508610828,0.524,0.156,1,"C_2","AGAP008439"
"AGAP012784",0.000288130000283036,0.613202591551727,0.667,0.208,1,"C_2","AGAP012784"
"AGAP011315",0.000288267734602337,0.719269492120818,0.762,0.26,1,"C_2","AGAP011315"
"AGAP009215",0.000288984370727951,1.79674855296714,0.333,0.082,1,"C_2","AGAP009215"
"AGAP000054",0.000289369023074012,0.484964007769038,0.619,0.208,1,"C_2","AGAP000054"
"AGAP012893",0.000290060209929377,0.850965958431858,0.714,0.238,1,"C_2","AGAP012893"
"AGAP004960",0.000290952836115402,0.842526478942506,0.857,0.32,1,"C_2","AGAP004960"
"AGAP007201",0.000292809894523177,0.476724025407758,0.857,0.312,1,"C_2","AGAP007201"
"AGAP012143",0.000293072196182098,0.530331113173562,0.571,0.165,1,"C_2","AGAP012143"
"AGAP010214.1",0.000293831018623892,0.607910498327511,0.857,0.303,1,"C_2","AGAP010214"
"AGAP001746",0.000294017238157354,0.736595394115319,0.476,0.13,1,"C_2","AGAP001746"
"AGAP004492",0.000295924343167274,0.721320735556021,0.81,0.307,1,"C_2","AGAP004492"
"AGAP006662",0.00029878785642731,1.18355944940581,0.333,0.074,1,"C_2","AGAP006662"
"AGAP013489",0.00029878785642731,1.08563799769116,0.333,0.074,1,"C_2","AGAP013489"
"AGAP000711",0.000299592774454007,1.22738554713935,0.476,0.152,1,"C_2","AGAP000711"
"AGAP002242",0.000302278274818393,0.679171917808756,0.286,0.056,1,"C_2","AGAP002242"
"AGAP004668",0.000303667256224456,0.795385590790816,0.667,0.203,1,"C_2","AGAP004668"
"AGAP013141",0.00030441634122305,0.620884632272751,0.524,0.152,1,"C_2","AGAP013141"
"AGAP007922",0.000304986330294448,0.434516627720602,0.524,0.143,1,"C_2","AGAP007922"
"AGAP006619",0.000305950542753462,0.778915342641595,0.333,0.074,1,"C_2","AGAP006619"
"AGAP010624",0.000306052663576248,0.763397882545191,0.524,0.169,1,"C_2","AGAP010624"
"AGAP003507",0.000306639463111019,0.675123452717473,0.619,0.186,1,"C_2","AGAP003507"
"AGAP013136",0.000309961126497629,0.435826282347466,0.476,0.126,1,"C_2","AGAP013136"
"AGAP008624",0.0003112317554802,0.838175225507936,0.476,0.13,1,"C_2","AGAP008624"
"AGAP002895",0.00031126375728717,1.3909619992839,0.286,0.061,1,"C_2","AGAP002895"
"AGAP000598.1",0.000311567135432911,1.04757537914676,0.381,0.095,1,"C_2","AGAP000598"
"AGAP013338",0.000316649009003383,0.988895515376671,0.429,0.121,1,"C_2","AGAP013338"
"AGAP010212",0.000317319390548144,0.535823316562426,0.81,0.273,1,"C_2","AGAP010212"
"AGAP011851",0.000317894386431372,0.715280513811317,0.714,0.268,1,"C_2","AGAP011851"
"AGAP004110",0.000318610653391465,1.10960115696542,0.286,0.056,1,"C_2","AGAP004110"
"AGAP000631",0.000319411513087677,0.641129228513084,0.571,0.177,1,"C_2","AGAP000631"
"AGAP007671",0.000320760852303919,0.741886311400228,0.333,0.074,1,"C_2","AGAP007671"
"AGAP004484",0.000322402628899177,0.810294898393482,0.905,0.355,1,"C_2","AGAP004484"
"AGAP002087",0.00032378626619916,0.902219016897193,0.571,0.169,1,"C_2","AGAP002087"
"AGAP010515",0.000325366165529086,0.864386342655751,0.524,0.156,1,"C_2","AGAP010515"
"AGAP006815.1",0.000329252925792012,1.11788656642795,0.429,0.121,1,"C_2","AGAP006815"
"AGAP011165",0.000330062559875161,0.604516716262858,1,0.364,1,"C_2","AGAP011165"
"AGAP002364",0.000330312591207512,0.839404045999241,0.571,0.19,1,"C_2","AGAP002364"
"AGAP001951",0.000330919712903119,1.26688402499567,0.381,0.1,1,"C_2","AGAP001951"
"AGAP009350",0.000332192619304873,0.702575385581468,0.381,0.095,1,"C_2","AGAP009350"
"AGAP009865",0.000332993443778459,0.557146990703799,0.952,0.316,1,"C_2","AGAP009865"
"AGAP000252",0.000336240160629152,0.882562372839367,0.333,0.074,1,"C_2","AGAP000252"
"AGAP000672",0.000337089195969655,0.6316836906564,0.905,0.377,1,"C_2","AGAP000672"
"AGAP006243",0.000339020575230405,0.738658079647379,0.952,0.368,1,"C_2","AGAP006243"
"AGAP007137",0.000339020575230405,0.409770785404137,0.952,0.368,1,"C_2","AGAP007137"
"AGAP008366",0.00033933092815867,0.823108651493334,0.667,0.268,1,"C_2","AGAP008366"
"AGAP002607",0.000339542048857296,0.798026696776887,0.476,0.143,1,"C_2","AGAP002607"
"AGAP000287",0.000339843063860524,0.678386288544531,0.524,0.147,1,"C_2","AGAP000287"
"AGAP010934",0.000343641452434536,0.409815014581866,0.81,0.303,1,"C_2","AGAP010934"
"AGAP011690",0.00034398417398822,0.796215073543211,0.714,0.251,1,"C_2","AGAP011690"
"AGAP005653",0.000344047079777418,0.865084518367175,0.571,0.182,1,"C_2","AGAP005653"
"AGAP001792",0.000344837214623911,0.735500989378501,0.286,0.061,1,"C_2","AGAP001792"
"AGAP008131",0.000345799662778695,0.879634669484778,0.476,0.143,1,"C_2","AGAP008131"
"AGAP002455",0.000346677735004588,0.731261559764487,0.571,0.169,1,"C_2","AGAP002455"
"AGAP009642",0.000347626467696131,0.497894675657963,0.905,0.325,1,"C_2","AGAP009642"
"AGAP005052",0.000348502573271225,1.16607685840319,0.238,0.043,1,"C_2","AGAP005052"
"AGAP007954",0.000349255295066793,0.292942770322738,0.619,0.203,1,"C_2","AGAP007954"
"AGAP004467",0.000352419441346177,1.40168062755996,0.381,0.1,1,"C_2","AGAP004467"
"AGAP009323",0.000356087782340976,0.99593198293968,0.667,0.238,1,"C_2","AGAP009323"
"AGAP002332",0.000359871632568264,1.14169388402717,0.381,0.1,1,"C_2","AGAP002332"
"AGAP007097",0.000359871632568264,1.13168313925802,0.381,0.1,1,"C_2","AGAP007097"
"AGAP009901",0.000360076321623696,0.867387377920674,0.667,0.229,1,"C_2","AGAP009901"
"AGAP000705",0.000363066772245776,0.651455481961873,0.857,0.303,1,"C_2","AGAP000705"
"AGAP012199",0.000364326776942123,0.677404013487443,0.952,0.338,1,"C_2","AGAP012199"
"AGAP012126",0.000368517557225646,0.837802553843087,0.571,0.173,1,"C_2","AGAP012126"
"AGAP028483",0.000369387204737247,1.33726483361966,0.238,0.043,1,"C_2","AGAP028483"
"AGAP001323",0.000369700026311604,0.73995032069418,0.381,0.091,1,"C_2","AGAP001323"
"AGAP000891",0.000370450214074939,0.737134751663416,0.571,0.203,1,"C_2","AGAP000891"
"AGAP004749",0.000371038779456342,0.845743724743202,0.571,0.199,1,"C_2","AGAP004749"
"AGAP002330",0.000371076241947856,1.10812839813679,0.524,0.173,1,"C_2","AGAP002330"
"AGAP001616",0.000373374096567443,0.695230093231843,0.857,0.303,1,"C_2","AGAP001616"
"AGAP006469",0.00037464634190594,0.5824163866284,0.762,0.251,1,"C_2","AGAP006469"
"AGAP005535",0.000376141306147843,0.91741986922603,0.714,0.251,1,"C_2","AGAP005535"
"AGAP009444",0.000376997953640283,0.610720657530465,0.952,0.385,1,"C_2","AGAP009444"
"AGAP003819",0.0003773324372969,0.914385288456763,0.381,0.095,1,"C_2","AGAP003819"
"AGAP009623",0.00038024993409943,0.865628444019462,0.952,0.329,1,"C_2","AGAP009623"
"AGAP009536",0.00038177501379552,1.51355036531646,0.286,0.061,1,"C_2","AGAP009536"
"AGAP011804",0.000386912399740735,1.8135774620365,0.286,0.065,1,"C_2","AGAP011804"
"AGAP008092",0.000388200196526362,1.41662360037188,0.333,0.082,1,"C_2","AGAP008092"
"AGAP002939",0.000388200196526362,1.41638530373027,0.333,0.082,1,"C_2","AGAP002939"
"AGAP000025",0.000388200196526362,1.16850676782394,0.333,0.082,1,"C_2","AGAP000025"
"AGAP013053",0.000392404703692923,0.96983191031557,0.619,0.221,1,"C_2","AGAP013053"
"AGAP003612",0.000397820558352693,0.667990916669941,0.905,0.342,1,"C_2","AGAP003612"
"AGAP012046",0.00040160089441404,1.22810594037853,0.286,0.061,1,"C_2","AGAP012046"
"AGAP007853",0.000401654892195965,0.575302305722422,0.524,0.156,1,"C_2","AGAP007853"
"AGAP003131",0.000402918091849865,1.22168813201728,0.238,0.043,1,"C_2","AGAP003131"
"AGAP009152",0.000405668967937106,0.483802818855159,0.81,0.273,1,"C_2","AGAP009152"
"AGAP010464",0.000405902520225761,0.750596527220003,1,0.368,1,"C_2","AGAP010464"
"AGAP004055",0.000407316033855744,0.577408097169903,0.905,0.364,1,"C_2","AGAP004055"
"AGAP006747",0.000407316033855744,0.577297452093624,0.952,0.359,1,"C_2","AGAP006747"
"AGAP002351",0.000407718837823928,0.485373794792884,0.571,0.186,1,"C_2","AGAP002351"
"AGAP000623",0.000411870690111307,1.13457124357421,0.286,0.061,1,"C_2","AGAP000623"
"AGAP010314",0.000412860484735327,0.809113740071147,0.571,0.182,1,"C_2","AGAP010314"
"AGAP008851",0.000412860484735327,0.437494824524897,0.571,0.182,1,"C_2","AGAP008851"
"AGAP007873",0.000414221792639026,0.738776608627311,0.429,0.126,1,"C_2","AGAP007873"
"AGAP011906",0.000415051100346177,0.77348627015168,0.429,0.117,1,"C_2","AGAP011906"
"AGAP002808",0.000417676282565533,0.938819665396077,0.524,0.173,1,"C_2","AGAP002808"
"AGAP004417",0.000419715764481338,0.734796367047807,0.571,0.182,1,"C_2","AGAP004417"
"AGAP000179",0.000422955063262273,0.485326570111557,0.667,0.221,1,"C_2","AGAP000179"
"AGAP003539",0.00042682926536956,1.28824283578394,0.238,0.043,1,"C_2","AGAP003539"
"AGAP010490",0.000430050599517492,0.438663555345213,0.762,0.29,1,"C_2","AGAP010490"
"AGAP001104",0.000430561709599618,0.726501898527479,0.619,0.221,1,"C_2","AGAP001104"
"AGAP003312",0.000430561709599618,0.598689881841159,0.619,0.221,1,"C_2","AGAP003312"
"AGAP003369",0.000431962082490523,0.8882058825213,0.524,0.173,1,"C_2","AGAP003369"
"AGAP010156",0.000434646500307748,1.0167054323887,0.667,0.277,1,"C_2","AGAP010156"
"AGAP004849",0.000435256455755654,0.545126134708511,0.571,0.186,1,"C_2","AGAP004849"
"AGAP004158",0.000437829845499091,0.797570991393828,0.667,0.225,1,"C_2","AGAP004158"
"AGAP002142",0.00044294284313528,0.820958064620288,0.381,0.1,1,"C_2","AGAP002142"
"AGAP011946",0.00044416899478043,0.77836524138922,0.524,0.165,1,"C_2","AGAP011946"
"AGAP013168",0.00045089242735139,1.18314530970255,0.333,0.078,1,"C_2","AGAP013168"
"AGAP009600.1",0.000454013934355254,1.21810494078638,0.333,0.082,1,"C_2","AGAP009600"
"AGAP013004",0.000456098013515333,0.870217452527632,0.762,0.273,1,"C_2","AGAP013004"
"AGAP001083",0.000457241923683915,1.03869921743008,0.429,0.117,1,"C_2","AGAP001083"
"AGAP011300",0.000458545946408005,0.607484229405332,0.81,0.312,1,"C_2","AGAP011300"
"AGAP003143",0.000461796808587552,0.828690166113146,0.476,0.143,1,"C_2","AGAP003143"
"AGAP012229.1",0.000464224314307118,1.28343961041126,0.333,0.082,1,"C_2","AGAP012229"
"AGAP002657",0.000464224314307118,0.817674952885757,0.333,0.082,1,"C_2","AGAP002657"
"AGAP009335",0.000465787904514351,1.16160922856698,0.429,0.121,1,"C_2","AGAP009335"
"AGAP012058",0.000465787904514351,1.04575754207068,0.429,0.121,1,"C_2","AGAP012058"
"AGAP007790",0.00046923116822561,0.72561717138096,0.857,0.333,1,"C_2","AGAP007790"
"AGAP002838",0.000478677623313326,1.24444354110552,0.238,0.043,1,"C_2","AGAP002838"
"AGAP003707",0.000478823225134163,0.895564058874569,0.286,0.061,1,"C_2","AGAP003707"
"AGAP004470",0.000480400659890068,0.83260024055399,0.571,0.19,1,"C_2","AGAP004470"
"AGAP006246",0.000480947204705251,0.674737960043803,1,0.39,1,"C_2","AGAP006246"
"AGAP011160",0.00048253731786363,0.94095010355994,0.333,0.078,1,"C_2","AGAP011160"
"AGAP005583",0.000490923467327174,1.2404896316968,0.286,0.061,1,"C_2","AGAP005583"
"AGAP009202",0.000491267243536726,0.734471182054174,0.857,0.32,1,"C_2","AGAP009202"
"AGAP012624",0.00049230197372957,0.630634198190695,0.571,0.177,1,"C_2","AGAP012624"
"AGAP000699",0.000494405666216136,0.751699359819451,0.524,0.156,1,"C_2","AGAP000699"
"AGAP011363",0.000495177571965615,0.700310024320089,0.762,0.294,1,"C_2","AGAP011363"
"AGAP005913",0.000496520984952243,0.585771954156354,0.905,0.351,1,"C_2","AGAP005913"
"AGAP010443.1",0.000503308375452796,1.22487735268086,0.286,0.061,1,"C_2","AGAP010443"
"AGAP005641",0.000504771875003262,0.635046467941025,0.333,0.078,1,"C_2","AGAP005641"
"AGAP010623",0.000509520579238342,0.763309656112262,1,0.398,1,"C_2","AGAP010623"
"AGAP007921",0.000510383453113166,0.600598856463397,0.952,0.372,1,"C_2","AGAP007921"
"AGAP003264.1",0.000510572981985399,0.987798782074877,0.476,0.152,1,"C_2","AGAP003264"
"AGAP005344",0.000510707329697876,0.902102575023376,0.571,0.182,1,"C_2","AGAP005344"
"AGAP013238",0.000512457732084319,0.409220654371788,0.429,0.113,1,"C_2","AGAP013238"
"AGAP004207.1",0.000515984082330825,1.08047391620174,0.286,0.061,1,"C_2","AGAP004207"
"AGAP001603",0.000516243928474628,1.22762734572195,0.333,0.078,1,"C_2","AGAP001603"
"AGAP001285",0.000516649058607133,0.780802041104515,0.857,0.312,1,"C_2","AGAP001285"
"AGAP001467",0.000517346887811177,0.553828482812455,0.524,0.165,1,"C_2","AGAP001467"
"AGAP007651",0.000523192660499719,0.86560944733613,0.476,0.143,1,"C_2","AGAP007651"
"AGAP007523",0.000530539616205662,0.38906327074494,0.857,0.372,1,"C_2","AGAP007523"
"AGAP006808",0.000531298522602786,0.445629059197114,0.619,0.195,1,"C_2","AGAP006808"
"AGAP008932",0.000531494140586838,0.790717668090072,0.476,0.134,1,"C_2","AGAP008932"
"AGAP003720",0.000533579787341912,0.809569013669484,0.81,0.299,1,"C_2","AGAP003720"
"AGAP005142",0.000534674826611062,1.06529328934353,0.429,0.13,1,"C_2","AGAP005142"
"AGAP004520",0.000535891339924316,0.946891630523935,0.476,0.147,1,"C_2","AGAP004520"
"AGAP013213.1",0.000542233014605747,1.31116055224337,0.286,0.061,1,"C_2","AGAP013213"
"AGAP005050",0.000542233014605747,1.02191579976984,0.286,0.061,1,"C_2","AGAP005050"
"AGAP001167",0.000542233014605747,0.850982014901481,0.286,0.061,1,"C_2","AGAP001167"
"AGAP006228",0.00054617897838509,0.749606824230649,0.619,0.238,1,"C_2","AGAP006228"
"AGAP008884",0.000550247841378654,0.3506686343365,0.667,0.234,1,"C_2","AGAP008884"
"AGAP001326",0.00055175159917133,0.857269618686155,0.238,0.043,1,"C_2","AGAP001326"
"AGAP002265",0.000552216993347577,0.60017458422742,0.952,0.411,1,"C_2","AGAP002265"
"AGAP009674",0.000553025017942531,1.97444490300788,0.19,0.03,1,"C_2","AGAP009674"
"AGAP028412",0.000555819102405953,1.29213612601159,0.286,0.061,1,"C_2","AGAP028412"
"AGAP001032",0.000557713485137826,0.700309541396062,0.81,0.342,1,"C_2","AGAP001032"
"AGAP001335",0.000565025848021817,0.817594095460936,0.857,0.364,1,"C_2","AGAP001335"
"AGAP008532",0.000570222821277293,0.852745381397293,0.619,0.229,1,"C_2","AGAP008532"
"AGAP028639",0.000572785175707251,0.883040397887241,0.571,0.19,1,"C_2","AGAP028639"
"AGAP000624",0.000572785175707251,0.549638826646048,0.571,0.19,1,"C_2","AGAP000624"
"AGAP011337",0.000574794082511191,0.840350866008761,0.476,0.147,1,"C_2","AGAP011337"
"AGAP009972",0.000574794082511191,0.477897155875399,0.476,0.147,1,"C_2","AGAP009972"
"AGAP007119",0.000575548785365564,1.17198246479598,0.429,0.13,1,"C_2","AGAP007119"
"AGAP000909",0.000577171620219944,0.742156949984395,0.905,0.403,1,"C_2","AGAP000909"
"AGAP000546",0.00057950220402988,0.5663499172643,0.952,0.381,1,"C_2","AGAP000546"
"AGAP009440",0.000583947601720686,1.15202156588945,0.286,0.061,1,"C_2","AGAP009440"
"AGAP013775",0.000584922505966449,0.638140577864082,0.476,0.147,1,"C_2","AGAP013775"
"AGAP007294",0.000586403513068313,0.694642652287113,0.429,0.117,1,"C_2","AGAP007294"
"AGAP002415",0.000588236166195038,0.616242343928947,0.857,0.303,1,"C_2","AGAP002415"
"AGAP005914",0.000589357017694374,0.662788532992659,0.905,0.325,1,"C_2","AGAP005914"
"AGAP003742",0.000591544746860489,0.757303471582401,0.571,0.208,1,"C_2","AGAP003742"
"AGAP007115",0.000591626076135409,0.886764777478897,0.429,0.126,1,"C_2","AGAP007115"
"AGAP005461",0.000600452145058093,1.1577023400457,0.238,0.043,1,"C_2","AGAP005461"
"AGAP000022",0.000600557405435213,0.951305848628742,0.667,0.255,1,"C_2","AGAP000022"
"AGAP003135",0.000600557405435213,0.619905934914882,0.714,0.251,1,"C_2","AGAP003135"
"AGAP009817",0.000602530544744638,0.586355624723885,0.524,0.152,1,"C_2","AGAP009817"
"AGAP003555",0.00060409339986566,1.15379185326133,0.381,0.104,1,"C_2","AGAP003555"
"AGAP004641",0.000609056618742963,0.598621584803838,0.429,0.117,1,"C_2","AGAP004641"
"AGAP028123",0.000611472113882888,0.417537521852042,0.762,0.268,1,"C_2","AGAP028123"
"AGAP005933",0.000611491949651208,0.646936007136066,0.952,0.359,1,"C_2","AGAP005933"
"AGAP013214.1",0.00061332469329743,0.693643967519211,0.476,0.143,1,"C_2","AGAP013214"
"AGAP000897",0.000613828630611657,0.692651682836709,1,0.377,1,"C_2","AGAP000897"
"AGAP006573",0.000613941211460131,0.695054850804092,0.429,0.126,1,"C_2","AGAP006573"
"AGAP012281",0.000614892771931306,0.895630672622097,0.905,0.346,1,"C_2","AGAP012281"
"AGAP009929",0.000617055087680726,0.720865790001833,0.667,0.242,1,"C_2","AGAP009929"
"AGAP011816",0.000617160617670488,0.722632876586868,0.333,0.078,1,"C_2","AGAP011816"
"AGAP010700.1",0.000619317051492839,1.05455347313664,0.429,0.13,1,"C_2","AGAP010700"
"AGAP001057",0.000619317051492839,1.01654779334473,0.429,0.13,1,"C_2","AGAP001057"
"AGAP004528",0.00061974092815975,0.514731663526873,0.952,0.364,1,"C_2","AGAP004528"
"AGAP006248",0.000620686107706931,0.669322813091697,0.429,0.117,1,"C_2","AGAP006248"
"AGAP001903",0.000622745077782525,0.556444452098297,1,0.394,1,"C_2","AGAP001903"
"AGAP009209",0.000623349550822343,0.821183569450164,0.619,0.199,1,"C_2","AGAP009209"
"AGAP000308",0.000628869598827003,0.749608893054931,0.952,0.394,1,"C_2","AGAP000308"
"AGAP004928",0.000629901742041053,0.597624596089649,0.571,0.19,1,"C_2","AGAP004928"
"AGAP013404",0.00063006006357029,1.81931823241734,0.19,0.03,1,"C_2","AGAP013404"
"AGAP009163",0.000630732973161587,1.23905070787513,0.429,0.13,1,"C_2","AGAP009163"
"AGAP007577",0.000635225311390472,0.645331080429183,0.476,0.143,1,"C_2","AGAP007577"
"AGAP001394",0.000655252773605764,0.7450058470665,0.81,0.333,1,"C_2","AGAP001394"
"AGAP000199",0.000657851586453749,0.696635327108352,0.476,0.143,1,"C_2","AGAP000199"
"AGAP009490.1",0.000660832707368755,1.36154241085808,0.286,0.065,1,"C_2","AGAP009490"
"AGAP003863",0.000666043562491301,0.725894177785472,0.429,0.121,1,"C_2","AGAP003863"
"AGAP000660",0.000666043562491301,0.546963233628717,0.429,0.121,1,"C_2","AGAP000660"
"AGAP013331",0.000669301088151674,0.570298462100434,0.429,0.117,1,"C_2","AGAP013331"
"AGAP012183",0.000671136706343923,0.810718851243052,0.429,0.139,1,"C_2","AGAP012183"
"AGAP011757",0.000671136706343923,0.559621282107806,0.476,0.134,1,"C_2","AGAP011757"
"AGAP002758",0.000671656239198645,1.55157448883924,0.286,0.069,1,"C_2","AGAP002758"
"AGAP004210",0.000672861664788416,0.7298776305232,0.81,0.299,1,"C_2","AGAP004210"
"AGAP006340",0.000673141681274217,0.432991164959811,0.952,0.403,1,"C_2","AGAP006340"
"AGAP001417",0.000673265242343877,0.632647924518215,0.667,0.242,1,"C_2","AGAP001417"
"AGAP009174",0.00067333755972753,0.93537652574857,0.476,0.152,1,"C_2","AGAP009174"
"AGAP004946",0.000675215739174473,0.729108012340502,0.524,0.173,1,"C_2","AGAP004946"
"AGAP007595",0.000679700248806799,0.751681110509202,0.571,0.195,1,"C_2","AGAP007595"
"AGAP009081.1",0.000680968014794337,1.07212846471699,0.524,0.182,1,"C_2","AGAP009081"
"AGAP028393",0.000681579191869564,-1.95560290558738,1,0.823,1,"C_2","AGAP028393"
"AGAP009325",0.000682180638381971,0.361306861736915,0.571,0.182,1,"C_2","AGAP009325"
"AGAP009154",0.000683706713222329,0.548406097972201,1,0.429,1,"C_2","AGAP009154"
"AGAP010160",0.000684395213431488,0.677899158760355,0.714,0.299,1,"C_2","AGAP010160"
"AGAP003813",0.000688857525901459,1.06753854753289,0.333,0.082,1,"C_2","AGAP003813"
"AGAP004463",0.000693173909688379,0.819303603705362,0.286,0.061,1,"C_2","AGAP004463"
"AGAP013271",0.000694264539078192,1.49757637642309,0.19,0.03,1,"C_2","AGAP013271"
"AGAP004938.1",0.000696776232589276,0.980049048576785,0.476,0.152,1,"C_2","AGAP004938"
"AGAP002401",0.000701800459588437,0.600990950665697,0.952,0.398,1,"C_2","AGAP002401"
"AGAP007738.1",0.000703442697626024,1.1393931415712,0.429,0.13,1,"C_2","AGAP007738"
"AGAP003551.1",0.000703730383901742,1.6487121346725,0.286,0.069,1,"C_2","AGAP003551"
"AGAP004725",0.00070700155992284,0.801763600853329,0.714,0.303,1,"C_2","AGAP004725"
"AGAP009192",0.00070700155992284,0.74859290435756,0.81,0.294,1,"C_2","AGAP009192"
"AGAP008099.1",0.000707232760988194,0.463212360725407,0.667,0.225,1,"C_2","AGAP008099"
"AGAP006715",0.000708060519669178,0.844426278299528,0.429,0.117,1,"C_2","AGAP006715"
"AGAP004952",0.000711266454551283,1.00374282201796,0.429,0.126,1,"C_2","AGAP004952"
"AGAP004824",0.000711389116342724,0.418471653121076,0.857,0.338,1,"C_2","AGAP004824"
"AGAP004465",0.000713674556745065,0.507169339627882,0.476,0.139,1,"C_2","AGAP004465"
"AGAP000337",0.000719262108226111,0.814402435909276,0.333,0.082,1,"C_2","AGAP000337"
"AGAP012207",0.000720142796336921,0.751296417634923,0.476,0.147,1,"C_2","AGAP012207"
"AGAP001798",0.00072230481080882,1.43193873323354,0.238,0.048,1,"C_2","AGAP001798"
"AGAP004392",0.00072336823732208,1.07717199265619,0.524,0.199,1,"C_2","AGAP004392"
"AGAP004025",0.000729360886041134,1.1959974014688,0.429,0.13,1,"C_2","AGAP004025"
"AGAP001506",0.000740390769823505,1.46162905716718,0.19,0.03,1,"C_2","AGAP001506"
"AGAP009948",0.000742194280089616,0.545240523528839,0.81,0.303,1,"C_2","AGAP009948"
"AGAP005684",0.000745367561628193,0.364338441244175,0.333,0.087,1,"C_2","AGAP005684"
"AGAP003514",0.000746153980731416,0.647439971781485,0.524,0.165,1,"C_2","AGAP003514"
"AGAP008300",0.00074878539405923,0.78768352448597,0.381,0.108,1,"C_2","AGAP008300"
"AGAP000290",0.000757185476693327,0.690017654769781,1,0.385,1,"C_2","AGAP000290"
"AGAP011636",0.000758138423778342,0.475960934718471,0.714,0.234,1,"C_2","AGAP011636"
"AGAP003111",0.000761287400843714,0.617383413575527,0.333,0.087,1,"C_2","AGAP003111"
"AGAP008475",0.000764506570579398,1.44171297984536,0.19,0.03,1,"C_2","AGAP008475"
"AGAP008134",0.000764506570579398,1.40353260082989,0.19,0.03,1,"C_2","AGAP008134"
